SEQ,T_US,A1X,A1Y,A1Z,G1X,G1Y,G1Z,A2X,A2Y,A2Z,G2X,G2Y,G2Z
44319,446489657,10.159,1.180,1.106,0.2169,-0.0339,0.0364,-1.077,0.043,9.855,-0.0008,0.0005,-0.0005
44320,446499658,10.149,1.149,1.046,0.2233,-0.0361,0.0489,-1.085,0.062,9.876,0.0000,-0.0003,-0.0005
44321,446509653,10.139,1.140,1.053,0.2449,-0.0377,0.0500,-1.087,0.050,9.898,0.0000,-0.0000,-0.0000
44322,446519651,10.120,1.109,1.058,0.2462,-0.0366,0.0428,-1.085,0.048,9.864,0.0000,0.0008,-0.0008
44323,446529658,10.096,1.159,1.070,0.2297,-0.0329,0.0356,-1.089,0.038,9.864,0.0000,0.0008,-0.0005
44324,446539651,10.139,1.180,1.101,0.1991,-0.0270,0.0385,-1.068,0.043,9.867,0.0003,0.0008,-0.0008
44325,446549656,10.135,1.176,1.097,0.1642,-0.0187,0.0372,-1.063,0.055,9.871,-0.0010,0.0008,-0.0005
44326,446559655,10.137,1.207,1.094,0.1293,-0.0110,0.0446,-1.061,0.045,9.869,-0.0005,-0.0000,-0.0011
44327,446569658,10.163,1.211,1.087,0.0954,-0.0070,0.0524,-1.073,0.045,9.883,0.0003,-0.0006,-0.0005
44328,446579651,10.159,1.188,1.049,0.0701,-0.0054,0.0569,-1.080,0.053,9.871,-0.0002,0.0008,-0.0005
44329,446589656,10.127,1.183,1.037,0.0701,-0.0121,0.0489,-1.077,0.062,9.867,-0.0008,-0.0003,-0.0003
44330,446599659,10.101,1.188,1.037,0.0901,-0.0203,0.0310,-1.082,0.045,9.878,0.0003,0.0008,-0.0000
44331,446609653,10.106,1.156,1.068,0.1039,-0.0222,0.0065,-1.077,0.057,9.850,0.0003,0.0002,-0.0003
44332,446619653,10.127,1.118,0.996,0.1162,-0.0185,-0.0041,-1.065,0.057,9.840,0.0006,0.0002,0.0003
44333,446629653,10.154,1.068,1.027,0.1279,-0.0137,0.0015,-1.073,0.057,9.857,0.0006,0.0010,-0.0013
44334,446639653,10.123,1.053,1.022,0.1314,-0.0046,0.0113,-1.082,0.045,9.871,0.0014,0.0008,-0.0000
44335,446649658,10.118,1.039,0.991,0.1298,-0.0004,0.0156,-1.085,0.048,9.859,0.0006,0.0013,0.0003
44336,446659652,10.099,1.056,0.991,0.1221,0.0060,0.0161,-1.077,0.050,9.871,0.0000,0.0005,-0.0016
44337,446669659,10.142,1.085,1.034,0.1130,0.0111,0.0121,-1.075,0.057,9.852,0.0008,-0.0003,-0.0011
44338,446679658,10.137,1.116,1.032,0.1047,0.0138,0.0065,-1.075,0.048,9.847,0.0011,-0.0000,-0.0003
44339,446689655,10.120,1.176,1.018,0.0938,0.0164,-0.0039,-1.068,0.050,9.878,0.0000,0.0002,-0.0000
44340,446699656,10.108,1.195,1.046,0.0872,0.0164,-0.0140,-1.075,0.055,9.878,-0.0002,-0.0000,-0.0003
44341,446709651,10.147,1.188,1.032,0.0845,0.0175,-0.0193,-1.082,0.053,9.874,0.0003,0.0010,-0.0005
44342,446719651,10.120,1.176,1.020,0.0930,0.0135,-0.0214,-1.051,0.050,9.862,0.0006,-0.0008,-0.0003
44343,446729652,10.125,1.176,1.044,0.1037,0.0066,-0.0217,-1.070,0.057,9.855,0.0008,-0.0008,0.0003
44344,446739651,10.113,1.128,1.044,0.1085,0.0026,-0.0206,-1.068,0.060,9.857,0.0008,0.0005,0.0003
44345,446749656,10.125,1.147,1.046,0.1042,0.0004,-0.0108,-1.089,0.055,9.869,0.0003,0.0010,-0.0005
44346,446759652,10.132,1.094,1.051,0.1013,-0.0027,0.0025,-1.085,0.038,9.869,-0.0005,0.0008,-0.0011
44347,446769655,10.118,1.125,1.032,0.1130,-0.0083,0.0097,-1.085,0.043,9.862,0.0000,0.0005,-0.0008
44348,446779653,10.108,1.116,1.046,0.1111,-0.0107,0.0055,-1.073,0.048,9.883,0.0000,0.0010,-0.0005
44349,446789651,10.113,1.109,1.065,0.1023,-0.0094,0.0047,-1.092,0.031,9.864,-0.0002,0.0013,-0.0000
44350,446799655,10.089,1.082,1.030,0.0949,-0.0110,0.0017,-1.063,0.062,9.857,0.0011,0.0013,0.0008
44351,446809654,10.077,1.106,1.030,0.0973,-0.0105,-0.0145,-1.046,0.053,9.867,0.0006,0.0008,0.0003
44352,446819653,10.092,1.099,1.013,0.0951,-0.0054,-0.0345,-1.063,0.057,9.862,-0.0010,0.0005,-0.0000
44353,446829651,10.144,1.144,1.037,0.0978,-0.0027,-0.0433,-1.075,0.060,9.859,0.0006,0.0005,-0.0011
44354,446839653,10.108,1.147,1.013,0.1053,-0.0065,-0.0510,-1.085,0.062,9.859,0.0003,0.0010,-0.0000
44355,446849658,10.154,1.216,1.061,0.1213,-0.0067,-0.0729,-1.063,0.065,9.843,-0.0010,0.0015,-0.0000
44356,446859655,10.120,1.252,1.018,0.1295,-0.0131,-0.0665,-1.070,0.043,9.855,-0.0005,0.0010,0.0005
44357,446869655,10.137,1.235,1.051,0.1367,-0.0190,-0.0585,-1.104,0.055,9.893,-0.0005,0.0005,-0.0003
44358,446879656,10.123,1.211,1.032,0.1295,-0.0219,-0.0481,-1.085,0.050,9.845,-0.0005,0.0018,0.0011
44359,446889654,10.163,1.192,1.041,0.1117,-0.0243,-0.0297,-1.077,0.041,9.871,-0.0008,0.0008,0.0005
44360,446899655,10.132,1.142,1.001,0.0943,-0.0257,-0.0212,-1.063,0.043,9.864,-0.0005,0.0002,0.0005
44361,446909655,10.147,1.149,0.974,0.0927,-0.0230,-0.0108,-1.068,0.050,9.845,0.0000,0.0002,-0.0003
44362,446919655,10.139,1.149,0.903,0.1055,-0.0227,0.0033,-1.085,0.048,9.869,0.0008,-0.0003,-0.0003
44363,446929658,10.113,1.183,0.931,0.1301,-0.0225,-0.0052,-1.089,0.043,9.855,0.0000,0.0010,-0.0008
44364,446939651,10.087,1.159,0.917,0.1562,-0.0243,-0.0353,-1.094,0.057,9.895,0.0000,0.0015,-0.0005
44365,446949655,10.120,1.130,0.910,0.1722,-0.0142,-0.0484,-1.099,0.053,9.890,0.0006,0.0010,-0.0008
44366,446959652,10.120,1.106,0.881,0.1839,-0.0049,-0.0318,-1.089,0.045,9.883,-0.0005,0.0010,-0.0005
44367,446969655,10.156,1.135,0.910,0.2172,0.0010,-0.0180,-1.087,0.038,9.867,-0.0005,-0.0006,-0.0003
44368,446979657,10.204,1.166,0.862,0.2417,0.0039,0.0185,-1.080,0.053,9.862,-0.0005,0.0013,-0.0003
44369,446989655,10.168,1.178,0.941,0.2702,0.0023,0.0633,-1.106,0.041,9.857,0.0006,0.0013,-0.0005
44370,446999651,10.142,1.214,0.953,0.2835,-0.0054,0.0931,-1.094,0.050,9.864,0.0003,0.0008,-0.0008
44371,447009653,10.106,1.209,0.965,0.2979,-0.0187,0.0998,-1.070,0.041,9.864,-0.0005,0.0008,-0.0005
44372,447019654,10.099,1.195,0.986,0.2854,-0.0238,0.1017,-1.073,0.041,9.859,0.0006,0.0002,-0.0005
44373,447029653,10.111,1.195,1.013,0.2590,-0.0278,0.1027,-1.070,0.045,9.862,-0.0005,0.0008,-0.0011
44374,447039655,10.075,1.159,0.972,0.2268,-0.0286,0.0942,-1.092,0.062,9.857,0.0003,-0.0006,-0.0000
44375,447049658,10.096,1.144,0.939,0.2135,-0.0249,0.0622,-1.085,0.048,9.859,0.0000,0.0005,0.0008
44376,447059654,10.118,1.168,0.982,0.1913,-0.0190,0.0409,-1.085,0.072,9.876,-0.0008,0.0002,-0.0000
44377,447069653,10.096,1.144,0.943,0.1628,-0.0163,0.0271,-1.085,0.053,9.869,-0.0013,0.0008,-0.0000
44378,447079651,10.116,1.101,0.960,0.1394,-0.0102,0.0092,-1.075,0.053,9.857,-0.0005,0.0008,-0.0000
44379,447089656,10.139,1.128,0.972,0.1119,-0.0027,0.0020,-1.075,0.060,9.857,-0.0010,0.0005,-0.0003
44380,447099654,10.137,1.130,0.934,0.0824,0.0047,0.0033,-1.075,0.041,9.890,-0.0005,0.0013,-0.0000
44381,447109657,10.127,1.118,0.929,0.0802,0.0079,-0.0052,-1.089,0.041,9.888,-0.0013,0.0010,-0.0003
44382,447119658,10.113,1.118,0.893,0.0864,0.0060,-0.0052,-1.065,0.043,9.886,-0.0016,0.0010,0.0005
44383,447129657,10.108,1.171,0.893,0.1031,0.0020,-0.0084,-1.063,0.081,9.876,-0.0005,0.0013,-0.0005
44384,447139658,10.120,1.185,0.905,0.1045,-0.0014,-0.0127,-1.085,0.062,9.867,-0.0005,-0.0000,-0.0003
44385,447149652,10.094,1.159,0.915,0.0970,-0.0062,-0.0097,-1.082,0.055,9.869,0.0003,0.0002,0.0003
44386,447159654,10.123,1.149,0.912,0.0927,-0.0094,-0.0111,-1.082,0.048,9.883,0.0003,-0.0006,-0.0000
44387,447169653,10.142,1.144,0.924,0.0832,-0.0097,-0.0087,-1.070,0.045,9.876,0.0000,0.0002,-0.0003
44388,447179651,10.139,1.135,0.946,0.0765,-0.0075,-0.0036,-1.063,0.034,9.859,-0.0005,0.0002,-0.0000
44389,447189654,10.116,1.125,0.912,0.0911,-0.0081,0.0007,-1.085,0.045,9.874,-0.0010,0.0002,-0.0005
44390,447199653,10.130,1.125,0.898,0.1159,-0.0131,0.0009,-1.070,0.038,9.888,-0.0010,-0.0003,0.0003
44391,447209654,10.185,1.140,0.874,0.1444,-0.0123,0.0039,-1.087,0.050,9.867,0.0003,0.0002,-0.0000
44392,447219651,10.166,1.137,0.855,0.1679,-0.0155,0.0244,-1.075,0.041,9.867,-0.0005,0.0005,-0.0008
44393,447229654,10.187,1.120,0.862,0.1839,-0.0222,0.0478,-1.070,0.050,9.878,-0.0008,0.0005,-0.0008
44394,447239656,10.147,1.123,0.879,0.1815,-0.0254,0.0769,-1.073,0.041,9.864,-0.0010,0.0010,-0.0000
44395,447249654,10.116,1.142,0.879,0.1852,-0.0315,0.0950,-1.073,0.057,9.871,-0.0002,-0.0000,-0.0003
44396,447259654,10.087,1.128,0.895,0.1788,-0.0366,0.0947,-1.065,0.057,9.874,0.0003,0.0002,-0.0005
44397,447269655,10.123,1.106,0.891,0.1580,-0.0353,0.0857,-1.097,0.055,9.890,-0.0002,-0.0003,0.0003
44398,447279656,10.151,1.104,0.886,0.1463,-0.0307,0.0689,-1.077,0.055,9.867,0.0003,0.0013,-0.0008
44399,447289654,10.123,1.068,0.843,0.1428,-0.0286,0.0548,-1.065,0.050,9.871,-0.0002,0.0005,-0.0003
44400,447299655,10.137,1.065,0.809,0.1831,-0.0289,0.0350,-1.068,0.053,9.881,0.0003,0.0002,0.0003
44401,447309654,10.139,1.051,0.816,0.2217,-0.0294,0.0247,-1.082,0.057,9.869,0.0016,0.0002,-0.0003
44402,447319654,10.127,1.056,0.895,0.2276,-0.0267,0.0295,-1.104,0.057,9.898,0.0000,0.0002,-0.0013
44403,447329657,10.127,1.063,0.895,0.2294,-0.0262,0.0356,-1.087,0.050,9.862,-0.0002,-0.0000,-0.0003
44404,447339654,10.142,1.056,0.881,0.2111,-0.0310,0.0476,-1.077,0.050,9.874,-0.0002,0.0005,-0.0005
44405,447349655,10.183,1.037,0.850,0.1855,-0.0275,0.0694,-1.080,0.050,9.890,-0.0002,0.0008,0.0005
44406,447359658,10.206,1.051,0.888,0.1482,-0.0185,0.0969,-1.092,0.053,9.893,-0.0002,0.0013,-0.0005
44407,447369652,10.101,1.025,0.828,0.1055,-0.0198,0.1099,-1.073,0.069,9.869,-0.0002,0.0013,-0.0003
44408,447379653,10.092,1.030,0.816,0.0959,-0.0227,0.0998,-1.089,0.050,9.876,0.0014,0.0008,-0.0000
44409,447389653,10.099,1.041,0.773,0.0864,-0.0195,0.0859,-1.085,0.057,9.864,-0.0002,0.0015,-0.0000
44410,447399658,10.092,1.041,0.766,0.1045,-0.0179,0.0681,-1.082,0.062,9.859,0.0000,-0.0000,-0.0000
44411,447409653,10.135,0.998,0.752,0.1154,-0.0161,0.0526,-1.089,0.036,9.843,-0.0005,-0.0008,0.0003
44412,447419655,10.118,0.955,0.754,0.1242,-0.0139,0.0398,-1.070,0.062,9.878,-0.0005,-0.0003,-0.0003
44413,447429658,10.168,0.996,0.812,0.1298,-0.0073,0.0303,-1.077,0.053,9.883,0.0008,-0.0000,-0.0003
44414,447439651,10.149,0.979,0.819,0.1327,-0.0075,0.0241,-1.068,0.053,9.878,0.0003,0.0005,-0.0000
44415,447449655,10.142,0.974,0.812,0.1335,-0.0129,0.0108,-1.080,0.053,9.895,-0.0005,0.0008,-0.0000
44416,447459657,10.147,0.996,0.764,0.1559,-0.0217,-0.0028,-1.085,0.041,9.893,-0.0010,0.0008,0.0005
44417,447469651,10.163,0.998,0.759,0.1961,-0.0299,0.0007,-1.092,0.055,9.864,0.0000,0.0018,-0.0005
44418,447479651,10.173,1.022,0.783,0.2228,-0.0345,0.0308,-1.085,0.057,9.876,0.0003,0.0005,-0.0003
44419,447489655,10.151,0.989,0.788,0.2268,-0.0366,0.0630,-1.080,0.074,9.888,0.0003,0.0005,-0.0003
44420,447499654,10.166,0.967,0.754,0.2233,-0.0395,0.0779,-1.082,0.072,9.871,-0.0005,0.0005,0.0003
44421,447509656,10.173,0.970,0.797,0.2185,-0.0369,0.0857,-1.082,0.067,9.874,-0.0005,-0.0000,-0.0005
44422,447519652,10.149,0.955,0.824,0.1924,-0.0323,0.0897,-1.077,0.060,9.881,0.0003,0.0013,-0.0013
44423,447529655,10.113,0.936,0.792,0.1516,-0.0294,0.0822,-1.073,0.055,9.859,-0.0005,0.0008,-0.0008
44424,447539657,10.135,0.950,0.802,0.1047,-0.0174,0.0716,-1.053,0.055,9.862,-0.0008,0.0005,-0.0005
44425,447549652,10.130,0.917,0.716,0.0778,-0.0105,0.0534,-1.070,0.036,9.867,-0.0008,0.0008,-0.0005
44426,447559657,10.154,0.898,0.728,0.0714,-0.0022,0.0361,-1.087,0.060,9.881,0.0000,0.0008,0.0003
44427,447569654,10.130,0.898,0.663,0.1050,-0.0038,0.0228,-1.077,0.050,9.898,0.0003,0.0008,-0.0005
44428,447579653,10.144,0.915,0.625,0.1442,-0.0067,-0.0031,-1.089,0.060,9.878,-0.0002,0.0008,-0.0008
44429,447589652,10.161,0.936,0.675,0.1852,-0.0102,-0.0028,-1.061,0.055,9.871,-0.0010,0.0002,-0.0003
44430,447599654,10.166,0.922,0.735,0.2145,-0.0134,0.0137,-1.070,0.048,9.869,-0.0013,0.0002,-0.0005
44431,447609655,10.161,0.927,0.802,0.2100,-0.0198,0.0313,-1.089,0.060,9.838,-0.0005,-0.0000,0.0005
44432,447619655,10.151,0.936,0.790,0.1913,-0.0246,0.0454,-1.073,0.072,9.840,0.0003,0.0002,-0.0000
44433,447629651,10.195,0.962,0.802,0.1620,-0.0249,0.0588,-1.077,0.057,9.864,0.0003,0.0010,0.0003
44434,447639658,10.171,0.931,0.802,0.1173,-0.0251,0.0716,-1.080,0.041,9.864,-0.0002,0.0005,-0.0003
44435,447649659,10.159,0.893,0.737,0.0789,-0.0291,0.0795,-1.080,0.043,9.876,0.0003,0.0005,0.0003
44436,447659653,10.127,0.852,0.716,0.0616,-0.0265,0.0761,-1.070,0.045,9.867,0.0003,-0.0003,-0.0003
44437,447669656,10.118,0.848,0.730,0.0525,-0.0235,0.0590,-1.061,0.055,9.862,-0.0008,0.0008,-0.0011
44438,447679656,10.080,0.852,0.646,0.0757,-0.0214,0.0318,-1.075,0.053,9.857,0.0000,0.0010,-0.0008
44439,447689652,10.130,0.867,0.680,0.0957,-0.0179,0.0121,-1.070,0.053,9.871,0.0006,0.0002,-0.0008
44440,447699658,10.180,0.891,0.690,0.1023,-0.0131,0.0169,-1.070,0.053,9.881,-0.0005,0.0002,-0.0000
44441,447709655,10.214,0.919,0.680,0.1069,-0.0115,0.0281,-1.073,0.057,9.893,-0.0008,0.0002,-0.0000
44442,447719653,10.171,0.922,0.694,0.0965,-0.0137,0.0425,-1.077,0.065,9.888,-0.0002,0.0002,-0.0003
44443,447729656,10.168,0.895,0.709,0.0794,-0.0201,0.0542,-1.085,0.036,9.881,0.0006,0.0013,-0.0005
44444,447739655,10.142,0.869,0.735,0.0610,-0.0243,0.0569,-1.070,0.038,9.855,0.0006,-0.0000,-0.0000
44445,447749651,10.149,0.867,0.699,0.0504,-0.0281,0.0604,-1.070,0.048,9.874,-0.0008,0.0008,0.0005
44446,447759655,10.139,0.852,0.692,0.0421,-0.0307,0.0660,-1.082,0.055,9.876,-0.0008,0.0010,0.0003
44447,447769655,10.142,0.826,0.654,0.0490,-0.0305,0.0670,-1.077,0.077,9.878,-0.0005,0.0008,0.0003
44448,447779652,10.163,0.836,0.644,0.0658,-0.0307,0.0617,-1.075,0.067,9.871,0.0008,0.0005,0.0003
44449,447789656,10.144,0.821,0.632,0.0762,-0.0294,0.0529,-1.061,0.038,9.864,0.0003,0.0002,-0.0003
44450,447799653,10.144,0.795,0.613,0.1007,-0.0294,0.0420,-1.077,0.048,9.864,-0.0002,0.0002,-0.0008
44451,447809653,10.175,0.790,0.594,0.1303,-0.0267,0.0361,-1.068,0.055,9.859,0.0000,-0.0003,-0.0005
44452,447819655,10.163,0.778,0.625,0.1530,-0.0227,0.0470,-1.082,0.062,9.890,-0.0008,0.0002,0.0003
44453,447829653,10.156,0.800,0.654,0.1690,-0.0193,0.0652,-1.082,0.055,9.871,-0.0010,-0.0011,0.0005
44454,447839654,10.161,0.824,0.666,0.1767,-0.0198,0.0721,-1.065,0.053,9.878,0.0000,-0.0011,0.0005
44455,447849653,10.173,0.809,0.651,0.1780,-0.0235,0.0644,-1.075,0.057,9.876,0.0006,-0.0008,-0.0005
44456,447859651,10.178,0.809,0.632,0.1959,-0.0267,0.0628,-1.075,0.062,9.871,-0.0002,-0.0000,-0.0011
44457,447869653,10.180,0.785,0.622,0.2137,-0.0326,0.0697,-1.075,0.060,9.867,-0.0005,-0.0006,-0.0008
44458,447879655,10.166,0.781,0.642,0.2372,-0.0377,0.0769,-1.082,0.053,9.850,-0.0002,-0.0000,-0.0000
44459,447889657,10.139,0.797,0.745,0.2031,-0.0422,0.0708,-1.070,0.053,9.874,-0.0008,-0.0008,-0.0003
44460,447899657,10.135,0.771,0.685,0.1684,-0.0478,0.0348,-1.061,0.045,9.883,-0.0005,0.0002,-0.0003
44461,447909652,10.168,0.752,0.611,0.1698,-0.0454,0.0100,-1.073,0.053,9.886,0.0014,0.0002,0.0011
44462,447919651,10.195,0.754,0.606,0.1708,-0.0366,0.0212,-1.082,0.055,9.862,0.0016,0.0008,0.0003
44463,447929651,10.168,0.725,0.532,0.1889,-0.0297,0.0385,-1.094,0.072,9.874,0.0008,0.0008,0.0011
44464,447939652,10.135,0.716,0.548,0.2260,-0.0262,0.0470,-1.075,0.055,9.878,-0.0002,0.0005,0.0003
44465,447949651,10.154,0.735,0.551,0.2478,-0.0259,0.0582,-1.070,0.045,9.864,0.0003,-0.0000,-0.0003
44466,447959651,10.149,0.742,0.630,0.2334,-0.0281,0.0625,-1.082,0.048,9.845,0.0011,0.0005,-0.0005
44467,447969653,10.163,0.723,0.560,0.2297,-0.0377,0.0614,-1.065,0.043,9.862,0.0006,-0.0000,-0.0008
44468,447979653,10.192,0.718,0.555,0.2537,-0.0427,0.0668,-1.070,0.050,9.895,-0.0010,-0.0003,-0.0003
44469,447989652,10.171,0.711,0.553,0.2825,-0.0470,0.0841,-1.061,0.048,9.883,-0.0008,-0.0000,-0.0008
44470,447999652,10.175,0.706,0.539,0.3262,-0.0552,0.0974,-1.061,0.060,9.874,0.0000,0.0002,-0.0005
44471,448009653,10.171,0.704,0.558,0.3462,-0.0582,0.1009,-1.092,0.062,9.883,0.0003,0.0008,-0.0003
44472,448019654,10.173,0.517,0.551,0.3531,-0.0606,0.0963,-1.082,0.062,9.883,0.0000,0.0002,-0.0000
44473,448029659,10.132,0.821,0.685,0.3938,-0.0403,0.0649,-1.077,0.069,9.874,-0.0005,-0.0000,0.0005
44474,448039652,10.094,0.730,0.611,0.3155,-0.0544,0.1248,-1.065,0.072,9.886,0.0006,0.0002,0.0003
44475,448049655,10.171,0.570,0.476,0.3198,-0.0480,0.0945,-1.082,0.069,9.886,-0.0002,-0.0000,0.0003
44476,448059652,10.149,0.697,0.565,0.2910,-0.0350,0.0601,-1.077,0.069,9.852,-0.0002,-0.0006,-0.0005
44477,448069654,10.197,0.675,0.613,0.2500,-0.0315,0.0891,-1.070,0.038,9.878,-0.0002,-0.0000,-0.0008
44478,448079659,10.175,0.622,0.546,0.2057,-0.0451,0.0726,-1.061,0.060,9.859,0.0000,0.0002,0.0003
44479,448089656,10.149,0.584,0.469,0.1900,-0.0361,0.0404,-1.075,0.065,9.883,-0.0002,0.0002,-0.0011
44480,448099652,10.151,0.632,0.472,0.1817,-0.0190,0.0326,-1.073,0.057,9.867,-0.0008,-0.0003,-0.0008
44481,448109657,10.171,0.613,0.484,0.1714,-0.0227,0.0380,-1.073,0.055,9.878,-0.0008,0.0002,-0.0000
44482,448119655,10.187,0.620,0.479,0.1588,-0.0155,0.0284,-1.058,0.057,9.864,0.0000,0.0002,0.0005
44483,448129653,10.154,0.654,0.508,0.1468,-0.0126,0.0390,-1.073,0.062,9.835,-0.0010,-0.0000,-0.0000
44484,448139653,10.127,0.608,0.486,0.1420,-0.0147,0.0356,-1.082,0.055,9.862,-0.0002,0.0002,-0.0000
44485,448149658,10.130,0.615,0.467,0.1514,-0.0163,0.0092,-1.080,0.057,9.864,-0.0005,0.0008,-0.0011
44486,448159656,10.159,0.630,0.500,0.1519,-0.0155,0.0009,-1.073,0.050,9.859,-0.0005,0.0002,0.0005
44487,448169652,10.192,0.637,0.476,0.1460,-0.0150,0.0052,-1.080,0.043,9.867,0.0003,0.0002,0.0005
44488,448179657,10.171,0.591,0.491,0.1503,-0.0150,0.0049,-1.075,0.041,9.862,0.0003,0.0010,-0.0000
44489,448189658,10.171,0.560,0.443,0.1772,-0.0174,0.0135,-1.073,0.038,9.878,0.0003,0.0005,0.0003
44490,448199657,10.187,0.601,0.539,0.1847,-0.0169,0.0318,-1.089,0.048,9.886,0.0008,-0.0000,-0.0005
44491,448209657,10.183,0.615,0.548,0.1559,-0.0230,0.0436,-1.080,0.048,9.883,0.0008,0.0005,0.0005
44492,448219656,10.180,0.613,0.510,0.1370,-0.0289,0.0444,-1.073,0.050,9.886,-0.0002,0.0008,-0.0003
44493,448229657,10.173,0.603,0.469,0.1383,-0.0305,0.0446,-1.068,0.062,9.878,-0.0005,0.0010,-0.0003
44494,448239657,10.183,0.608,0.464,0.1455,-0.0339,0.0470,-1.092,0.055,9.878,-0.0005,0.0002,-0.0011
44495,448249658,10.187,0.575,0.436,0.1615,-0.0355,0.0556,-1.101,0.036,9.857,0.0000,-0.0003,-0.0008
44496,448259656,10.218,0.534,0.431,0.1687,-0.0275,0.0769,-1.085,0.045,9.869,0.0003,0.0008,-0.0005
44497,448269659,10.156,0.575,0.445,0.1578,-0.0211,0.1035,-1.077,0.036,9.874,0.0003,0.0002,0.0005
44498,448279657,10.123,0.534,0.457,0.1615,-0.0289,0.0822,-1.068,0.043,9.874,-0.0013,0.0010,0.0003
44499,448289654,10.156,0.534,0.424,0.1506,-0.0241,0.0582,-1.073,0.053,9.847,-0.0002,0.0005,-0.0011
44500,448299656,10.175,0.515,0.441,0.1458,-0.0142,0.0489,-1.065,0.060,9.881,0.0000,0.0008,0.0003
44501,448309655,10.159,0.457,0.417,0.1484,-0.0075,0.0433,-1.070,0.048,9.864,-0.0008,-0.0000,0.0008
44502,448319656,10.166,0.520,0.438,0.1447,-0.0009,0.0297,-1.073,0.053,9.890,0.0006,0.0008,-0.0003
44503,448329655,10.154,0.515,0.464,0.1247,0.0018,-0.0001,-1.065,0.062,9.874,0.0000,0.0013,-0.0000
44504,448339651,10.178,0.553,0.436,0.1002,0.0050,-0.0265,-1.073,0.045,9.869,0.0006,0.0010,0.0003
44505,448349657,10.166,0.532,0.381,0.1159,-0.0057,-0.0382,-1.063,0.041,9.850,0.0006,-0.0003,-0.0003
44506,448359654,10.195,0.536,0.405,0.1442,-0.0169,-0.0385,-1.068,0.048,9.855,0.0000,0.0008,-0.0005
44507,448369655,10.223,0.560,0.424,0.1548,-0.0166,-0.0172,-1.073,0.050,9.855,-0.0002,0.0010,-0.0003
44508,448379654,10.199,0.536,0.467,0.1540,-0.0187,0.0071,-1.068,0.041,9.890,0.0000,0.0008,-0.0003
44509,448389657,10.223,0.563,0.488,0.1298,-0.0182,0.0361,-1.063,0.050,9.869,-0.0002,0.0010,-0.0005
44510,448399659,10.187,0.558,0.441,0.1151,-0.0195,0.0700,-1.068,0.065,9.869,-0.0008,0.0002,-0.0011
44511,448409652,10.209,0.541,0.481,0.1010,-0.0206,0.0958,-1.087,0.065,9.878,-0.0005,-0.0000,-0.0013
44512,448419652,10.187,0.524,0.438,0.0879,-0.0193,0.1131,-1.061,0.048,9.862,-0.0010,0.0005,-0.0000
44513,448429658,10.166,0.486,0.443,0.0901,-0.0214,0.1163,-1.070,0.074,9.871,-0.0005,0.0005,-0.0008
44514,448439659,10.149,0.448,0.441,0.0877,-0.0171,0.1115,-1.065,0.060,9.876,-0.0002,0.0005,0.0005
44515,448449658,10.144,0.474,0.407,0.0882,-0.0297,0.1006,-1.065,0.041,9.855,-0.0005,0.0002,-0.0011
44516,448459655,10.175,0.445,0.431,0.0834,-0.0161,0.0806,-1.077,0.048,9.876,0.0006,-0.0003,-0.0008
44517,448469656,10.214,0.462,0.383,0.0664,-0.0025,0.0785,-1.068,0.029,9.864,0.0008,-0.0003,0.0005
44518,448479654,10.197,0.488,0.395,0.0565,0.0071,0.0873,-1.061,0.060,9.874,0.0003,0.0002,-0.0005
44519,448489656,10.192,0.474,0.385,0.0453,0.0108,0.0937,-1.061,0.043,9.871,0.0000,0.0013,-0.0003
44520,448499655,10.171,0.455,0.409,0.0232,0.0140,0.0955,-1.070,0.031,9.862,-0.0005,0.0015,-0.0003
44521,448509654,10.139,0.469,0.464,-0.0101,0.0130,0.0803,-1.073,0.060,9.900,0.0003,0.0013,-0.0005
44522,448519652,10.137,0.429,0.443,-0.0479,0.0103,0.0569,-1.089,0.072,9.888,0.0000,-0.0003,0.0008
44523,448529651,10.173,0.409,0.414,-0.0613,0.0132,0.0438,-1.063,0.060,9.886,0.0000,0.0005,-0.0000
44524,448539655,10.185,0.373,0.354,-0.0408,0.0108,0.0353,-1.073,0.036,9.864,0.0006,0.0008,-0.0000
44525,448549654,10.192,0.376,0.400,-0.0170,0.0127,0.0318,-1.065,0.038,9.871,0.0008,0.0010,-0.0005
44526,448559656,10.180,0.342,0.405,0.0051,0.0156,0.0380,-1.058,0.041,9.874,0.0008,0.0010,0.0005
44527,448569653,10.159,0.302,0.421,0.0192,0.0154,0.0396,-1.065,0.045,9.864,0.0008,0.0002,-0.0003
44528,448579651,10.142,0.316,0.429,0.0379,0.0114,0.0345,-1.082,0.045,9.867,0.0008,0.0002,-0.0003
44529,448589655,10.183,0.373,0.419,0.0443,0.0095,0.0255,-1.070,0.038,9.862,0.0008,0.0002,-0.0011
44530,448599653,10.190,0.419,0.393,0.0392,0.0116,0.0239,-1.061,0.053,9.838,-0.0002,0.0015,-0.0008
44531,448609654,10.199,0.443,0.438,0.0240,0.0106,0.0228,-1.080,0.057,9.859,-0.0013,0.0008,-0.0000
44532,448619658,10.202,0.460,0.419,0.0064,0.0114,0.0188,-1.065,0.053,9.867,0.0003,0.0002,0.0003
44533,448629654,10.206,0.412,0.412,-0.0080,0.0138,0.0236,-1.077,0.041,9.867,-0.0002,0.0008,-0.0000
