SEQ,T_US,A1X,A1Y,A1Z,G1X,G1Y,G1Z,A2X,A2Y,A2Z,G2X,G2Y,G2Z
44534,448639658,10.168,0.414,0.429,-0.0106,0.0074,0.0279,-1.080,0.043,9.869,0.0003,0.0008,-0.0000
44535,448649652,10.175,0.409,0.436,-0.0136,0.0015,0.0305,-1.075,0.048,9.852,-0.0008,0.0010,-0.0000
44536,448659654,10.171,0.373,0.443,-0.0216,-0.0038,0.0252,-1.068,0.034,9.874,-0.0002,0.0008,-0.0008
44537,448669654,10.192,0.338,0.421,-0.0205,-0.0022,0.0159,-1.077,0.053,9.895,-0.0005,0.0015,-0.0000
44538,448679659,10.185,0.309,0.419,-0.0128,0.0044,0.0151,-1.068,0.060,9.893,0.0011,0.0005,0.0005
44539,448689652,10.144,0.299,0.369,0.0051,0.0039,0.0132,-1.075,0.053,9.874,-0.0008,0.0015,-0.0008
44540,448699657,10.092,0.280,0.402,0.0400,-0.0059,-0.0084,-1.080,0.062,9.888,-0.0008,0.0013,-0.0008
44541,448709655,10.159,0.326,0.390,0.0626,-0.0091,-0.0340,-1.065,0.050,9.881,0.0000,0.0002,-0.0005
44542,448719658,10.195,0.371,0.409,0.0690,-0.0046,-0.0409,-1.065,0.060,9.874,0.0016,0.0005,-0.0000
44543,448729654,10.166,0.378,0.431,0.0581,-0.0065,-0.0436,-1.063,0.057,9.869,0.0016,0.0008,-0.0000
44544,448739654,10.192,0.419,0.445,0.0427,-0.0067,-0.0460,-1.065,0.038,9.869,0.0000,0.0002,0.0003
44545,448749653,10.192,0.414,0.460,0.0168,-0.0001,-0.0388,-1.063,0.048,9.867,0.0003,-0.0000,-0.0000
44546,448759653,10.197,0.431,0.445,0.0024,0.0031,-0.0260,-1.073,0.038,9.871,0.0006,-0.0000,-0.0005
44547,448769654,10.216,0.405,0.419,-0.0002,-0.0017,-0.0108,-1.063,0.043,9.867,-0.0002,0.0005,-0.0000
44548,448779658,10.211,0.390,0.419,0.0133,-0.0089,0.0103,-1.058,0.041,9.852,0.0006,-0.0000,-0.0013
44549,448789654,10.187,0.381,0.438,0.0293,-0.0145,0.0281,-1.075,0.031,9.864,-0.0005,-0.0000,-0.0008
44550,448799656,10.195,0.395,0.409,0.0419,-0.0243,0.0393,-1.068,0.053,9.862,-0.0005,0.0013,0.0003
44551,448809656,10.206,0.390,0.414,0.0581,-0.0313,0.0518,-1.073,0.026,9.864,0.0000,-0.0000,0.0003
44552,448819655,10.187,0.338,0.409,0.0794,-0.0387,0.0614,-1.065,0.038,9.888,0.0008,-0.0000,-0.0005
44553,448829656,10.206,0.321,0.419,0.1042,-0.0417,0.0718,-1.080,0.043,9.869,0.0008,-0.0014,-0.0000
44554,448839652,10.187,0.362,0.388,0.1125,-0.0435,0.0859,-1.070,0.048,9.881,0.0000,0.0008,-0.0008
44555,448849652,10.132,0.388,0.354,0.1058,-0.0491,0.0806,-1.077,0.031,9.840,0.0006,-0.0003,0.0003
44556,448859656,10.142,0.393,0.417,0.0789,-0.0563,0.0510,-1.068,0.055,9.859,0.0014,-0.0008,-0.0003
44557,448869651,10.161,0.393,0.424,0.0413,-0.0499,0.0241,-1.056,0.057,9.855,0.0008,0.0010,-0.0008
44558,448879659,10.161,0.304,0.402,0.0117,-0.0406,0.0097,-1.061,0.048,9.864,0.0011,0.0008,-0.0003
44559,448889654,10.175,0.292,0.421,-0.0082,-0.0307,0.0132,-1.073,0.053,9.847,0.0008,0.0002,-0.0003
44560,448899655,10.168,0.311,0.393,-0.0138,-0.0283,0.0119,-1.070,0.055,9.864,0.0003,0.0005,0.0008
44561,448909657,10.156,0.306,0.347,-0.0090,-0.0283,0.0031,-1.063,0.050,9.890,0.0000,-0.0008,-0.0003
44562,448919655,10.151,0.304,0.321,0.0037,-0.0337,-0.0113,-1.070,0.038,9.878,0.0000,-0.0000,0.0005
44563,448929654,10.187,0.345,0.333,0.0216,-0.0403,-0.0212,-1.077,0.055,9.864,-0.0002,0.0005,-0.0011
44564,448939658,10.199,0.366,0.354,0.0408,-0.0443,-0.0270,-1.097,0.048,9.864,-0.0005,0.0010,-0.0003
44565,448949653,10.242,0.390,0.376,0.0517,-0.0366,-0.0164,-1.070,0.057,9.893,0.0000,0.0015,-0.0011
44566,448959658,10.223,0.407,0.366,0.0512,-0.0275,0.0052,-1.063,0.055,9.888,-0.0010,-0.0000,-0.0000
44567,448969658,10.223,0.383,0.373,0.0432,-0.0257,0.0172,-1.063,0.048,9.876,-0.0002,0.0008,-0.0005
44568,448979657,10.166,0.350,0.395,0.0344,-0.0299,0.0185,-1.070,0.043,9.878,-0.0005,-0.0003,-0.0003
44569,448989654,10.175,0.373,0.417,0.0120,-0.0297,0.0151,-1.073,0.057,9.874,-0.0016,0.0002,-0.0000
44570,448999653,10.149,0.369,0.390,-0.0205,-0.0315,-0.0004,-1.087,0.060,9.857,-0.0005,-0.0000,-0.0003
44571,449009655,10.151,0.352,0.306,-0.0200,-0.0329,-0.0169,-1.077,0.045,9.864,0.0003,-0.0000,-0.0000
44572,449019653,10.180,0.290,0.369,-0.0096,-0.0307,-0.0236,-1.085,0.053,9.847,0.0006,-0.0000,-0.0000
44573,449029651,10.183,0.278,0.352,0.0043,-0.0286,-0.0230,-1.080,0.050,9.857,0.0000,0.0013,-0.0003
44574,449039652,10.197,0.306,0.369,0.0131,-0.0251,-0.0198,-1.082,0.055,9.878,0.0000,0.0005,-0.0011
44575,449049658,10.206,0.285,0.362,0.0163,-0.0219,-0.0073,-1.082,0.065,9.886,0.0000,0.0005,-0.0003
44576,449059653,10.199,0.275,0.400,0.0168,-0.0137,0.0143,-1.075,0.060,9.867,-0.0008,0.0005,-0.0000
44577,449069651,10.226,0.268,0.342,0.0227,-0.0059,0.0468,-1.082,0.062,9.864,-0.0008,0.0010,0.0003
44578,449079657,10.223,0.261,0.311,0.0309,-0.0035,0.0771,-1.097,0.041,9.878,-0.0010,0.0010,0.0003
44579,449089658,10.202,0.299,0.302,0.0437,-0.0046,0.0931,-1.082,0.038,9.859,-0.0005,0.0002,-0.0000
44580,449099658,10.183,0.314,0.316,0.0493,-0.0038,0.1001,-1.070,0.053,9.840,-0.0002,0.0005,0.0008
44581,449109657,10.159,0.350,0.285,0.0597,-0.0012,0.0945,-1.068,0.057,9.859,0.0003,0.0005,-0.0005
44582,449119657,10.156,0.347,0.292,0.0682,0.0010,0.0787,-1.085,0.060,9.862,0.0006,0.0005,-0.0000
44583,449129651,10.118,0.335,0.266,0.0895,0.0002,0.0548,-1.063,0.065,9.859,-0.0002,0.0013,-0.0005
44584,449139652,10.130,0.311,0.275,0.1181,0.0039,0.0305,-1.082,0.050,9.893,0.0003,0.0008,0.0005
44585,449149656,10.171,0.314,0.306,0.1306,0.0055,0.0220,-1.075,0.053,9.867,-0.0002,0.0008,0.0003
44586,449159656,10.199,0.280,0.309,0.1356,0.0039,0.0175,-1.073,0.053,9.850,0.0003,0.0002,-0.0005
44587,449169653,10.154,0.266,0.306,0.1346,-0.0012,0.0121,-1.073,0.053,9.881,0.0003,0.0008,0.0003
44588,449179651,10.151,0.273,0.340,0.1231,-0.0027,-0.0017,-1.063,0.048,9.900,0.0006,0.0010,0.0003
44589,449189653,10.151,0.259,0.352,0.1162,0.0007,-0.0244,-1.082,0.057,9.883,0.0008,-0.0000,-0.0000
44590,449199656,10.161,0.259,0.369,0.0938,0.0028,-0.0398,-1.085,0.057,9.874,0.0008,0.0002,0.0011
44591,449209655,10.183,0.230,0.326,0.0864,0.0063,-0.0622,-1.075,0.074,9.874,0.0014,-0.0000,-0.0005
44592,449219657,10.221,0.261,0.314,0.0840,0.0044,-0.0595,-1.077,0.043,9.874,0.0000,-0.0008,0.0005
44593,449229655,10.221,0.306,0.321,0.0736,0.0066,-0.0414,-1.080,0.057,9.881,-0.0002,0.0010,-0.0003
44594,449239655,10.214,0.318,0.338,0.0600,0.0132,-0.0278,-1.080,0.043,9.867,-0.0005,0.0010,0.0003
44595,449249653,10.223,0.283,0.338,0.0466,0.0119,0.0017,-1.061,0.041,9.881,0.0003,0.0002,0.0005
44596,449259654,10.209,0.273,0.302,0.0376,0.0076,0.0303,-1.061,0.043,9.864,-0.0002,-0.0000,0.0003
44597,449269651,10.211,0.290,0.278,0.0349,0.0039,0.0446,-1.077,0.050,9.845,-0.0010,0.0008,0.0005
44598,449279657,10.163,0.280,0.266,0.0355,0.0012,0.0550,-1.070,0.045,9.840,-0.0005,-0.0003,-0.0000
44599,449289655,10.173,0.251,0.278,0.0440,0.0010,0.0577,-1.065,0.050,9.857,-0.0002,-0.0003,0.0011
44600,449299653,10.173,0.201,0.290,0.0485,0.0036,0.0598,-1.089,0.045,9.869,-0.0005,0.0013,0.0003
44601,449309652,10.132,0.192,0.280,0.0536,0.0068,0.0612,-1.080,0.050,9.876,-0.0008,0.0005,0.0003
44602,449319658,10.125,0.194,0.335,0.0541,0.0100,0.0489,-1.082,0.053,9.878,-0.0010,0.0005,0.0003
44603,449329656,10.106,0.232,0.352,0.0445,0.0138,0.0212,-1.075,0.055,9.850,-0.0002,0.0002,0.0003
44604,449339655,10.130,0.239,0.335,0.0328,0.0159,-0.0145,-1.075,0.045,9.859,-0.0002,-0.0000,0.0003
44605,449349655,10.159,0.242,0.335,0.0245,0.0202,-0.0377,-1.065,0.055,9.871,0.0006,-0.0006,0.0003
44606,449359651,10.202,0.283,0.297,0.0235,0.0218,-0.0414,-1.082,0.050,9.864,-0.0005,-0.0000,0.0003
44607,449369652,10.264,0.330,0.297,0.0195,0.0250,-0.0185,-1.085,0.060,9.852,0.0006,0.0008,-0.0008
44608,449379657,10.262,0.366,0.311,0.0144,0.0258,0.0209,-1.077,0.057,9.857,0.0008,-0.0006,-0.0000
44609,449389658,10.228,0.352,0.333,0.0037,0.0218,0.0566,-1.082,0.053,9.876,0.0006,-0.0003,-0.0000
44610,449399653,10.171,0.328,0.369,-0.0122,0.0132,0.0694,-1.075,0.060,9.855,-0.0010,0.0002,-0.0005
44611,449409654,10.156,0.275,0.340,-0.0213,0.0071,0.0598,-1.089,0.072,9.878,-0.0002,0.0005,-0.0005
44612,449419655,10.149,0.213,0.304,-0.0141,0.0082,0.0444,-1.075,0.055,9.857,0.0000,0.0002,-0.0000
44613,449429657,10.151,0.208,0.357,-0.0008,0.0138,0.0287,-1.099,0.048,9.859,-0.0002,-0.0000,-0.0003
44614,449439651,10.127,0.204,0.352,0.0104,0.0175,0.0039,-1.094,0.036,9.857,0.0003,0.0002,0.0008
44615,449449657,10.151,0.184,0.350,0.0157,0.0223,-0.0273,-1.053,0.060,9.850,0.0006,0.0002,0.0003
44616,449459651,10.190,0.208,0.369,0.0173,0.0258,-0.0548,-1.063,0.105,9.850,0.0000,-0.0000,-0.0008
44617,449469651,10.199,0.239,0.383,0.0229,0.0223,-0.0633,-1.077,0.093,9.864,0.0011,-0.0000,-0.0000
44618,449479656,10.218,0.268,0.393,0.0187,0.0172,-0.0532,-1.065,0.029,9.855,0.0000,0.0002,-0.0000
44619,449489657,10.238,0.354,0.376,0.0067,0.0162,-0.0297,-1.089,-0.012,9.886,0.0003,-0.0000,-0.0003
44620,449499651,10.240,0.352,0.342,-0.0040,0.0108,-0.0057,-1.092,0.012,9.878,0.0003,0.0005,-0.0005
44621,449509657,10.218,0.318,0.345,-0.0117,0.0066,0.0239,-1.063,0.060,9.876,0.0006,0.0005,-0.0003
44622,449519656,10.211,0.278,0.347,-0.0194,0.0028,0.0548,-1.080,0.105,9.857,0.0014,0.0005,-0.0005
44623,449529656,10.156,0.242,0.345,-0.0229,-0.0054,0.0649,-1.082,0.072,9.874,0.0000,0.0008,-0.0005
44624,449539651,10.135,0.168,0.318,-0.0248,-0.0086,0.0545,-1.063,0.036,9.862,0.0006,0.0008,0.0013
44625,449549654,10.111,0.165,0.309,-0.0192,-0.0004,0.0308,-1.085,0.012,9.862,-0.0005,0.0010,0.0003
44626,449559658,10.123,0.196,0.290,-0.0160,0.0106,-0.0073,-1.097,0.002,9.845,-0.0002,0.0005,-0.0003
44627,449569658,10.135,0.204,0.333,-0.0032,0.0218,-0.0537,-1.068,0.062,9.871,-0.0008,0.0008,-0.0003
44628,449579658,10.175,0.208,0.338,0.0029,0.0279,-0.0913,-1.051,0.117,9.890,-0.0005,0.0008,-0.0000
44629,449589658,10.199,0.256,0.338,0.0019,0.0300,-0.1118,-1.087,0.074,9.900,-0.0008,0.0002,-0.0000
44630,449599653,10.235,0.318,0.366,-0.0058,0.0279,-0.1118,-1.077,0.017,9.881,-0.0002,-0.0000,0.0003
44631,449609655,10.276,0.366,0.369,-0.0106,0.0242,-0.0779,-1.077,0.005,9.878,0.0000,-0.0000,-0.0005
44632,449619654,10.274,0.395,0.395,-0.0144,0.0143,-0.0193,-1.082,0.029,9.874,-0.0002,0.0005,-0.0005
44633,449629656,10.245,0.371,0.436,-0.0208,-0.0006,0.0398,-1.063,0.081,9.867,0.0003,0.0005,0.0003
44634,449639652,10.233,0.309,0.373,-0.0242,-0.0182,0.0827,-1.053,0.098,9.886,0.0008,0.0008,-0.0000
44635,449649658,10.168,0.225,0.417,-0.0234,-0.0323,0.1102,-1.073,0.067,9.874,0.0003,-0.0003,0.0003
44636,449659655,10.123,0.196,0.369,-0.0125,-0.0449,0.1139,-1.085,0.024,9.859,-0.0010,0.0002,-0.0000
44637,449669654,10.137,0.189,0.352,0.0061,-0.0480,0.0913,-1.089,0.010,9.862,0.0000,-0.0003,0.0005
44638,449679657,10.120,0.182,0.338,0.0115,-0.0369,0.0572,-1.085,0.026,9.862,-0.0002,-0.0006,0.0003
44639,449689655,10.137,0.187,0.335,0.0091,-0.0238,0.0201,-1.087,0.067,9.850,-0.0005,0.0002,-0.0000
44640,449699659,10.175,0.134,0.326,0.0128,-0.0065,-0.0087,-1.077,0.103,9.862,0.0000,0.0008,0.0005
44641,449709657,10.178,0.153,0.328,0.0181,0.0084,-0.0158,-1.075,0.069,9.878,0.0008,0.0005,0.0005
44642,449719655,10.166,0.218,0.328,0.0211,0.0180,-0.0225,-1.087,0.005,9.874,0.0006,0.0005,-0.0011
44643,449729655,10.156,0.275,0.285,0.0253,0.0210,-0.0340,-1.077,0.000,9.888,0.0003,-0.0000,-0.0003
44644,449739659,10.154,0.275,0.347,0.0315,0.0231,-0.0481,-1.065,0.010,9.874,0.0000,0.0010,-0.0003
44645,449749656,10.173,0.275,0.357,0.0272,0.0228,-0.0526,-1.087,0.084,9.895,-0.0005,0.0002,-0.0000
44646,449759658,10.185,0.235,0.359,0.0245,0.0215,-0.0449,-1.063,0.103,9.890,-0.0013,0.0005,-0.0000
44647,449769655,10.154,0.244,0.409,0.0147,0.0207,-0.0332,-1.070,0.086,9.862,-0.0002,-0.0003,0.0003
44648,449779655,10.163,0.249,0.352,0.0027,0.0124,-0.0401,-1.085,0.041,9.886,0.0003,-0.0000,0.0003
44649,449789658,10.199,0.283,0.347,0.0016,0.0103,-0.0433,-1.092,0.029,9.862,0.0003,0.0002,-0.0003
44650,449799657,10.195,0.297,0.340,0.0013,0.0108,-0.0350,-1.075,0.057,9.883,0.0000,0.0002,-0.0000
44651,449809653,10.202,0.299,0.326,-0.0024,0.0082,-0.0356,-1.080,0.081,9.883,0.0006,0.0002,-0.0000
44652,449819656,10.163,0.275,0.347,-0.0045,0.0074,-0.0377,-1.082,0.103,9.850,-0.0002,0.0005,-0.0011
44653,449829657,10.159,0.242,0.321,0.0043,0.0074,-0.0526,-1.065,0.074,9.840,0.0003,0.0010,-0.0008
44654,449839656,10.173,0.259,0.354,0.0096,0.0132,-0.0595,-1.070,0.043,9.857,0.0000,0.0010,-0.0000
44655,449849651,10.185,0.297,0.373,0.0125,0.0127,-0.0524,-1.080,0.002,9.864,-0.0002,0.0010,-0.0005
44656,449859655,10.211,0.333,0.364,0.0091,0.0151,-0.0361,-1.077,0.043,9.881,0.0003,-0.0003,0.0003
44657,449869652,10.240,0.385,0.369,0.0072,0.0172,-0.0153,-1.089,0.069,9.864,0.0006,0.0002,-0.0000
44658,449879654,10.233,0.376,0.362,0.0056,0.0132,0.0004,-1.092,0.101,9.864,0.0011,-0.0003,-0.0003
44659,449889651,10.192,0.335,0.400,0.0045,0.0031,0.0116,-1.087,0.062,9.874,-0.0005,-0.0003,0.0005
44660,449899656,10.180,0.342,0.395,0.0091,-0.0046,0.0073,-1.063,0.022,9.881,-0.0002,-0.0000,0.0011
44661,449909656,10.166,0.309,0.381,0.0096,-0.0099,-0.0047,-1.082,0.026,9.878,0.0000,0.0010,-0.0000
44662,449919651,10.183,0.287,0.350,0.0139,-0.0097,-0.0220,-1.073,0.031,9.895,0.0003,-0.0003,-0.0005
44663,449929653,10.171,0.235,0.340,0.0189,-0.0027,-0.0329,-1.068,0.084,9.888,0.0008,0.0005,-0.0005
44664,449939654,10.156,0.237,0.345,0.0245,0.0007,-0.0393,-1.065,0.101,9.886,0.0000,0.0005,-0.0003
44665,449949653,10.149,0.249,0.330,0.0243,0.0004,-0.0505,-1.063,0.072,9.857,-0.0005,0.0002,-0.0005
44666,449959657,10.192,0.290,0.342,0.0184,0.0052,-0.0587,-1.077,0.031,9.871,0.0003,0.0005,-0.0008
44667,449969656,10.180,0.335,0.345,0.0133,0.0098,-0.0571,-1.118,0.019,9.852,-0.0013,-0.0000,0.0003
44668,449979655,10.190,0.362,0.342,0.0088,0.0103,-0.0611,-1.094,0.034,9.867,-0.0008,-0.0000,0.0003
44669,449989659,10.209,0.383,0.342,0.0077,0.0146,-0.0545,-1.053,0.072,9.886,0.0000,0.0021,0.0013
44670,449999656,10.190,0.402,0.347,0.0099,0.0148,-0.0422,-1.046,0.086,9.900,0.0000,0.0002,-0.0000
44671,450009656,10.187,0.388,0.376,0.0080,0.0087,-0.0374,-1.065,0.079,9.893,0.0003,0.0008,0.0003
44672,450019653,10.195,0.395,0.393,0.0061,0.0058,-0.0289,-1.089,0.026,9.876,0.0000,-0.0000,-0.0008
44673,450029657,10.180,0.371,0.395,0.0043,0.0042,-0.0212,-1.082,0.014,9.893,0.0000,0.0010,-0.0008
44674,450039656,10.149,0.350,0.376,0.0037,-0.0017,-0.0204,-1.087,0.038,9.852,0.0008,0.0008,-0.0000
44675,450049656,10.144,0.321,0.402,-0.0002,-0.0038,-0.0238,-1.077,0.065,9.852,0.0008,0.0005,0.0005
44676,450059651,10.118,0.275,0.381,-0.0024,-0.0078,-0.0334,-1.065,0.074,9.876,0.0006,0.0002,-0.0000
44677,450069656,10.171,0.278,0.385,-0.0056,-0.0046,-0.0468,-1.075,0.062,9.862,0.0008,0.0002,-0.0003
44678,450079654,10.197,0.302,0.385,-0.0008,0.0020,-0.0401,-1.068,0.038,9.867,0.0006,-0.0000,0.0011
44679,450089654,10.187,0.350,0.359,0.0128,0.0071,-0.0302,-1.065,0.026,9.883,-0.0002,-0.0003,0.0003
44680,450099655,10.171,0.385,0.381,0.0141,0.0058,-0.0241,-1.077,0.048,9.864,-0.0010,0.0008,0.0005
44681,450109651,10.192,0.395,0.383,0.0096,0.0026,-0.0313,-1.075,0.067,9.876,0.0000,0.0002,-0.0000
44682,450119655,10.195,0.369,0.397,0.0117,0.0020,-0.0318,-1.087,0.081,9.874,-0.0005,0.0008,0.0003
44683,450129654,10.183,0.342,0.376,0.0141,-0.0001,-0.0233,-1.089,0.074,9.895,-0.0008,-0.0000,0.0005
44684,450139655,10.166,0.373,0.402,0.0093,-0.0006,-0.0217,-1.094,0.034,9.869,0.0003,0.0005,-0.0003
44685,450149654,10.144,0.395,0.378,0.0013,0.0039,-0.0246,-1.077,0.010,9.871,-0.0005,-0.0000,-0.0000
44686,450159652,10.147,0.383,0.376,-0.0002,0.0100,-0.0358,-1.077,0.034,9.895,-0.0002,0.0002,0.0008
44687,450169651,10.156,0.393,0.373,-0.0069,0.0098,-0.0489,-1.104,0.065,9.852,-0.0008,-0.0008,0.0003
44688,450179658,10.151,0.407,0.366,-0.0130,0.0066,-0.0649,-1.065,0.067,9.855,-0.0005,0.0005,-0.0000
44689,450189658,10.190,0.433,0.383,-0.0192,0.0042,-0.0739,-1.063,0.055,9.871,0.0006,0.0002,-0.0000
44690,450199653,10.228,0.424,0.402,-0.0216,0.0068,-0.0675,-1.077,0.043,9.869,0.0000,0.0010,0.0003
44691,450209653,10.206,0.431,0.393,-0.0245,0.0082,-0.0513,-1.082,0.048,9.878,-0.0010,-0.0000,0.0005
44692,450219655,10.180,0.445,0.371,-0.0256,0.0076,-0.0396,-1.080,0.043,9.883,-0.0005,0.0008,-0.0003
44693,450229656,10.185,0.421,0.400,-0.0306,0.0044,-0.0302,-1.106,0.072,9.902,0.0003,0.0002,-0.0003
44694,450239653,10.202,0.409,0.385,-0.0322,0.0047,-0.0190,-1.065,0.089,9.910,0.0006,-0.0000,-0.0000
44695,450249655,10.175,0.373,0.393,-0.0277,0.0026,-0.0039,-1.061,0.074,9.893,0.0003,0.0013,0.0003
44696,450259658,10.144,0.397,0.402,-0.0242,0.0015,0.0020,-1.070,0.043,9.874,-0.0002,0.0002,-0.0000
44697,450269654,10.154,0.390,0.362,-0.0216,0.0002,-0.0055,-1.070,0.041,9.888,-0.0002,0.0005,0.0003
44698,450279651,10.147,0.378,0.409,-0.0242,0.0055,-0.0193,-1.053,0.053,9.876,-0.0002,0.0010,0.0011
44699,450289656,10.144,0.405,0.381,-0.0213,0.0084,-0.0382,-1.075,0.069,9.895,-0.0005,0.0010,-0.0005
44700,450299656,10.151,0.426,0.397,-0.0122,0.0068,-0.0550,-1.068,0.079,9.859,-0.0008,-0.0003,-0.0000
44701,450309656,10.154,0.445,0.373,-0.0082,0.0076,-0.0737,-1.056,0.048,9.862,-0.0013,-0.0000,-0.0003
44702,450319658,10.173,0.481,0.400,-0.0106,0.0135,-0.0934,-1.070,0.024,9.869,-0.0002,-0.0000,0.0003
44703,450329656,10.192,0.496,0.395,-0.0162,0.0151,-0.1008,-1.099,0.022,9.855,0.0011,0.0002,-0.0008
44704,450339655,10.195,0.462,0.390,-0.0165,0.0199,-0.0979,-1.082,0.038,9.859,-0.0005,-0.0006,-0.0008
44705,450349657,10.199,0.479,0.390,-0.0122,0.0207,-0.0883,-1.087,0.062,9.857,-0.0005,0.0008,-0.0011
44706,450359655,10.149,0.493,0.414,-0.0114,0.0178,-0.0905,-1.075,0.062,9.862,0.0003,-0.0000,0.0003
44707,450369656,10.151,0.484,0.381,-0.0144,0.0108,-0.1019,-1.061,0.060,9.883,-0.0005,-0.0011,0.0005
44708,450379658,10.178,0.524,0.412,-0.0184,0.0119,-0.1107,-1.073,0.057,9.886,0.0000,-0.0003,-0.0005
44709,450389657,10.195,0.543,0.393,-0.0218,0.0106,-0.1035,-1.082,0.041,9.886,-0.0002,0.0002,0.0005
44710,450399655,10.230,0.553,0.378,-0.0245,0.0130,-0.0798,-1.077,0.045,9.867,-0.0010,0.0002,-0.0005
44711,450409658,10.214,0.553,0.376,-0.0229,0.0178,-0.0406,-1.058,0.057,9.871,-0.0002,0.0002,-0.0003
44712,450419653,10.180,0.575,0.383,-0.0216,0.0164,-0.0161,-1.065,0.062,9.869,-0.0002,0.0008,0.0003
44713,450429654,10.183,0.551,0.436,-0.0232,0.0116,-0.0004,-1.065,0.050,9.869,-0.0002,-0.0006,0.0005
44714,450439655,10.149,0.563,0.424,-0.0253,0.0055,0.0060,-1.077,0.024,9.878,-0.0005,-0.0027,-0.0000
44715,450449652,10.149,0.546,0.424,-0.0280,0.0028,0.0025,-1.070,0.038,9.876,-0.0002,-0.0011,-0.0005
44716,450459658,10.142,0.543,0.426,-0.0290,-0.0004,-0.0049,-1.085,0.036,9.859,0.0006,-0.0008,-0.0011
44717,450469651,10.135,0.515,0.412,-0.0245,0.0015,-0.0156,-1.051,0.055,9.862,0.0006,0.0008,-0.0003
44718,450479658,10.159,0.510,0.426,-0.0237,0.0026,-0.0254,-1.070,0.055,9.878,0.0000,0.0008,0.0005
44719,450489653,10.154,0.503,0.414,-0.0205,0.0063,-0.0292,-1.075,0.050,9.859,-0.0005,0.0008,-0.0008
44720,450499653,10.144,0.491,0.395,-0.0160,0.0079,-0.0350,-1.085,0.034,9.869,-0.0002,-0.0003,-0.0003
44721,450509655,10.151,0.548,0.385,-0.0141,0.0135,-0.0441,-1.077,0.029,9.867,-0.0016,-0.0003,0.0005
44722,450519651,10.180,0.577,0.381,-0.0168,0.0202,-0.0526,-1.082,0.038,9.878,-0.0013,-0.0003,0.0013
44723,450529656,10.195,0.601,0.397,-0.0200,0.0239,-0.0545,-1.085,0.062,9.855,-0.0013,-0.0000,-0.0003
44724,450539656,10.206,0.603,0.402,-0.0234,0.0258,-0.0462,-1.082,0.074,9.845,-0.0018,0.0005,-0.0000
44725,450549657,10.202,0.606,0.424,-0.0242,0.0250,-0.0217,-1.097,0.081,9.864,0.0000,0.0008,-0.0000
44726,450559657,10.161,0.608,0.426,-0.0200,0.0196,-0.0105,-1.094,0.038,9.876,-0.0005,0.0008,-0.0003
44727,450569656,10.149,0.594,0.436,-0.0242,0.0151,-0.0111,-1.085,0.034,9.867,-0.0008,0.0002,-0.0000
44728,450579652,10.151,0.594,0.460,-0.0296,0.0130,-0.0188,-1.068,0.057,9.871,-0.0008,0.0013,0.0003
44729,450589658,10.149,0.548,0.441,-0.0301,0.0098,-0.0348,-1.068,0.069,9.867,-0.0008,0.0013,-0.0008
44730,450599653,10.132,0.555,0.441,-0.0237,0.0076,-0.0609,-1.077,0.060,9.869,-0.0008,0.0010,-0.0003
44731,450609653,10.139,0.579,0.431,-0.0181,0.0074,-0.0953,-1.092,0.055,9.869,0.0003,0.0018,-0.0011
44732,450619654,10.130,0.575,0.405,-0.0114,0.0106,-0.1278,-1.070,0.038,9.871,-0.0002,0.0021,-0.0000
44733,450629651,10.214,0.642,0.417,-0.0080,0.0124,-0.1291,-1.075,0.043,9.862,0.0000,0.0008,0.0003
44734,450639657,10.190,0.678,0.419,-0.0125,0.0103,-0.1088,-1.075,0.053,9.843,0.0014,0.0018,-0.0008
44735,450649657,10.252,0.721,0.436,-0.0178,0.0063,-0.0865,-1.075,0.067,9.878,0.0006,0.0023,-0.0005
44736,450659656,10.223,0.699,0.453,-0.0272,0.0007,-0.0502,-1.073,0.050,9.867,0.0008,0.0015,-0.0003
44737,450669658,10.192,0.666,0.436,-0.0290,-0.0049,-0.0182,-1.070,0.024,9.888,0.0011,0.0005,-0.0005
44738,450679651,10.180,0.670,0.414,-0.0274,-0.0075,0.0041,-1.077,0.041,9.855,-0.0002,0.0002,-0.0005
44739,450689658,10.156,0.622,0.436,-0.0293,-0.0099,0.0161,-1.058,0.043,9.878,-0.0002,0.0008,-0.0011
44740,450699653,10.130,0.625,0.407,-0.0248,-0.0097,0.0127,-1.073,0.048,9.859,-0.0002,-0.0003,-0.0005
44741,450709656,10.132,0.596,0.383,-0.0216,-0.0078,-0.0132,-1.075,0.062,9.867,0.0003,0.0008,-0.0008
44742,450719658,10.175,0.591,0.364,-0.0178,-0.0017,-0.0361,-1.070,0.065,9.864,0.0008,-0.0003,-0.0005
44743,450729652,10.171,0.596,0.407,-0.0128,0.0044,-0.0476,-1.080,0.043,9.867,0.0000,-0.0003,-0.0005
44744,450739652,10.166,0.646,0.421,-0.0112,0.0132,-0.0529,-1.075,0.041,9.867,-0.0008,0.0005,-0.0003
44745,450749655,10.163,0.678,0.397,-0.0093,0.0202,-0.0526,-1.080,0.048,9.852,0.0000,0.0002,-0.0003
44746,450759651,10.163,0.694,0.431,-0.0069,0.0239,-0.0518,-1.061,0.062,9.845,-0.0002,-0.0006,-0.0011
44747,450769653,10.144,0.709,0.453,-0.0093,0.0194,-0.0540,-1.082,0.062,9.840,-0.0002,0.0005,-0.0000
